id_bat,final_community
BAT_187594,0_5336
BAT_187598,0_5336
BAT_187599,0_5336
BAT_187602,0_5336
BAT_187607,0_5336
BAT_187608,0_5336
BAT_187609,0_5336
BAT_187610,0_5336
BAT_187611,0_5336
BAT_187613,0_5336
BAT_187617,0_5336
BAT_187620,0_5336
BAT_187626,0_5336
BAT_187636,0_5336
BAT_187637,0_5336
BAT_187638,0_5336
BAT_187639,0_5336
BAT_187648,0_5336
BAT_187649,0_5336
BAT_187650,0_5336
BAT_187668,0_5336
BAT_187669,0_5336
BAT_187671,0_5336
BAT_187674,0_5336
BAT_187675,0_5336
BAT_187680,0_1813
BAT_187682,0_5336
BAT_187683,0_5336
BAT_187686,0_5336
BAT_187688,0_5336
BAT_187690,0_5336
BAT_187693,0_5336
BAT_187695,0_5336
BAT_187697,0_2556
BAT_187698,0_2556
BAT_187699,0_2556
BAT_187700,0_2556
BAT_187703,0_5336
BAT_187718,0_1696
BAT_187719,0_1696
BAT_187720,0_5339
BAT_187721,0_5336
BAT_187722,0_5336
BAT_187724,0_5336
BAT_187726,0_2556
BAT_187728,0_5340
BAT_187729,0_1553
BAT_187732,0_1553
BAT_187734,0_1553
BAT_187736,0_1553
BAT_187737,0_1553
BAT_187738,0_1553
BAT_187739,0_1553
BAT_187740,0_1553
BAT_187742,0_1553
BAT_187743,0_1553
BAT_187745,0_1553
BAT_187746,0_1553
BAT_187748,0_1553
BAT_187750,0_1553
BAT_187751,0_1553
BAT_187752,0_1553
BAT_187753,0_1553
BAT_187754,0_1553
BAT_187756,0_1553
BAT_187762,0_5340
BAT_187763,0_5340
BAT_187764,0_5340
BAT_187769,0_5340
BAT_187772,0_5340
BAT_187774,0_5340
BAT_187775,0_5340
BAT_187776,0_5340
BAT_187777,0_5340
BAT_187780,0_5341
BAT_187787,0_1215
BAT_187789,0_1215
BAT_187792,0_5342
BAT_187798,0_154
BAT_187800,0_5343
BAT_187801,0_5343
BAT_187803,0_5344
BAT_187806,0_5344
BAT_187809,0_5343
BAT_187811,0_5345
BAT_187812,0_5345
BAT_187814,0_5345
BAT_187815,0_5345
BAT_187816,0_5345
BAT_187817,0_5345
BAT_187818,0_5345
BAT_187819,0_5345
BAT_187821,0_5345
BAT_187822,0_5345
BAT_187823,0_5345
BAT_187826,0_5346
BAT_187830,0_200
BAT_187832,0_200
BAT_187833,0_200
BAT_187836,0_5340
BAT_187847,0_237
BAT_187850,0_5346
BAT_187851,0_5346
BAT_187854,0_154
BAT_187855,0_154
BAT_187856,0_5343
BAT_187857,0_5343
BAT_187858,0_5340
BAT_187861,0_5340
BAT_187864,0_5340
BAT_187865,0_5340
BAT_187866,0_5340
BAT_187867,0_1553
BAT_187868,0_1553
BAT_187869,0_1553
BAT_187871,0_1553
BAT_187872,0_1553
BAT_187877,0_5344
BAT_187878,0_5344
BAT_187882,0_5344
BAT_187887,0_5344
BAT_187888,0_5344
BAT_187890,0_5344
BAT_187891,0_5344
BAT_187892,0_5344
BAT_187893,0_5344
BAT_187894,0_5344
BAT_187896,0_5340
BAT_187900,0_5340
BAT_187902,0_5340
BAT_187903,0_5340
BAT_187907,0_5340
BAT_187910,0_5340
BAT_187911,0_5340
BAT_187914,0_5340
BAT_187915,0_5340
BAT_187918,0_1553
BAT_187919,0_1553
BAT_187920,0_1553
BAT_187924,0_1553
BAT_187926,0_1553
BAT_187928,0_5347
BAT_187930,0_5347
BAT_187932,0_5347
BAT_187934,0_5344
BAT_187935,0_5344
BAT_187936,0_5344
BAT_187937,0_5344
BAT_187938,0_5344
BAT_187941,0_5344
BAT_187944,0_5340
BAT_187945,0_5340
BAT_187946,0_5340
BAT_187947,0_5340
BAT_187948,0_5340
BAT_187949,0_5340
BAT_187950,0_5340
BAT_187951,0_5340
BAT_187952,0_5340
BAT_187954,0_5340
BAT_187955,0_5340
BAT_187956,0_1553
BAT_187957,0_1553
BAT_187960,0_5348
BAT_187963,0_5348
BAT_187964,0_5348
BAT_187966,0_5348
BAT_187969,0_5348
BAT_187970,0_5348
BAT_187971,0_5348
BAT_187972,0_1244
BAT_187977,0_1244
BAT_187978,0_1244
BAT_187979,0_2037
BAT_187982,0_1984
BAT_187983,0_1984
BAT_187984,0_1984
BAT_187987,0_1984
BAT_187991,0_1984
BAT_187993,0_1978
BAT_187994,0_1978
BAT_187998,0_1978
BAT_187999,0_1978
BAT_188000,0_1978
BAT_188006,0_2037
BAT_188007,0_2037
BAT_188009,0_2037
BAT_188012,0_1985
BAT_188013,0_1985
BAT_188014,0_1985
BAT_188015,0_1985
BAT_188020,0_1985
BAT_188021,0_5349
BAT_188027,0_1985
BAT_188028,0_1244
BAT_188030,0_1244
BAT_188031,0_1244
BAT_188035,0_1244
BAT_188037,0_1244
BAT_188038,0_1244
BAT_188039,0_1244
BAT_188041,0_1244
BAT_188042,0_1244
BAT_188043,0_1244
BAT_188045,0_1244
BAT_188046,0_1244
BAT_188047,0_1244
BAT_188048,0_1244
BAT_188052,0_204
BAT_188055,0_1250
BAT_188057,0_1250
BAT_188059,0_1250
BAT_188060,0_1250
BAT_188062,0_1250
BAT_188065,0_5350
BAT_188068,0_5350
BAT_188069,0_5350
BAT_188070,0_5350
BAT_188072,0_5350
BAT_188074,0_5350
BAT_188075,0_5350
BAT_188076,0_5350
BAT_188081,0_1988
BAT_188082,0_1988
BAT_188083,0_1988
BAT_188085,0_5350
BAT_188088,0_1985
BAT_188089,0_1985
BAT_188090,0_1985
BAT_188093,0_1985
BAT_188094,0_1985
BAT_188096,0_1985
BAT_188097,0_1985
BAT_188098,0_1985
BAT_188099,0_1985
BAT_188100,0_1985
BAT_188101,0_1985
BAT_188103,0_1985
BAT_188105,0_1985
BAT_188107,0_1985
BAT_188108,0_1985
BAT_188109,0_1985
BAT_188110,0_1985
BAT_188115,0_5351
BAT_188118,0_1250
BAT_188120,0_1985
BAT_188121,0_1985
BAT_188122,0_1250
BAT_188123,0_1250
BAT_188125,0_1250
BAT_188126,0_1250
BAT_188127,0_1250
BAT_188128,0_1250
BAT_188129,0_1250
BAT_188130,0_1250
BAT_188131,0_1250
BAT_188136,0_1250
BAT_188137,0_1250
BAT_188138,0_1250
BAT_188140,0_1988
BAT_188141,0_1988
BAT_188142,0_1988
BAT_188143,0_1988
BAT_188144,0_1988
BAT_188145,0_1988
BAT_188146,0_1988
BAT_188147,0_1988
BAT_188148,0_1988
BAT_188149,0_1988
BAT_188150,0_1988
BAT_188151,0_1988
BAT_188152,0_1250
BAT_188154,0_1250
BAT_188155,0_1250
BAT_188156,0_1250
BAT_188160,0_1250
BAT_188163,0_1250
BAT_188165,0_1250
BAT_188166,0_1250
BAT_188167,0_1250
BAT_188168,0_1250
BAT_188173,0_1988
BAT_188175,0_5352
BAT_188179,0_1250
BAT_188180,0_1250
BAT_188181,0_1250
BAT_188183,0_1250
BAT_188184,0_1250
BAT_188186,0_1250
BAT_188187,0_1250
BAT_188188,0_1250
BAT_188189,0_1250
BAT_188190,0_5352
BAT_188196,0_1988
BAT_188198,0_1988
BAT_188199,0_1988
BAT_188208,0_5352
BAT_188210,0_5352
BAT_188211,0_5352
BAT_188213,0_5352
BAT_188216,0_5352
BAT_188217,0_1250
BAT_188223,0_2520
BAT_188224,0_2520
BAT_188225,0_2520
BAT_188226,0_2520
BAT_188227,0_2520
BAT_188228,0_2520
BAT_188232,0_2520
BAT_188233,0_2520
BAT_188234,0_2520
BAT_188235,0_2520
BAT_188238,0_1984
BAT_188239,0_1984
BAT_188241,0_1984
BAT_188243,0_1984
BAT_188244,0_1984
BAT_188245,0_1984
BAT_188246,0_1984
BAT_188247,0_5353
BAT_188249,0_5353
BAT_188255,0_1984
BAT_188256,0_1984
BAT_188257,0_1984
BAT_188260,0_1984
BAT_188262,0_1984
BAT_188263,0_1984
BAT_188265,0_1244
BAT_188266,0_1244
BAT_188267,0_1244
BAT_188268,0_1244
BAT_188269,0_1244
BAT_188270,0_1244
BAT_188271,0_1244
BAT_188272,0_1244
BAT_188273,0_1244
BAT_188274,0_1244
BAT_188276,0_1244
BAT_188280,0_1244
BAT_188283,0_1244
BAT_188287,0_1244
BAT_188288,0_1244
BAT_188291,0_1244
BAT_188292,0_1244
BAT_188294,0_1244
BAT_188295,0_1244
BAT_188296,0_1244
BAT_188297,0_1244
BAT_188299,0_1244
BAT_188300,0_1244
BAT_188301,0_1244
BAT_188303,0_5350
BAT_188305,0_5350
BAT_188306,0_5350
BAT_188308,0_5350
BAT_188311,0_5350
BAT_188312,0_5350
BAT_188314,0_1244
BAT_188317,0_1244
BAT_188318,0_1244
BAT_188319,0_1244
BAT_188325,0_1981
BAT_188326,0_1981
BAT_188327,0_1981
BAT_188331,0_1981
BAT_188332,0_1981
BAT_188333,0_1981
BAT_188336,0_1244
BAT_188337,0_1555
BAT_188339,0_1555
BAT_188340,0_1555
BAT_188341,0_1555
BAT_188342,0_1555
BAT_188343,0_1555
BAT_188346,0_1555
BAT_188347,0_1555
BAT_188348,0_1555
BAT_188355,0_1980
BAT_188362,0_1980
BAT_188363,0_1985
BAT_188366,0_1985
BAT_188367,0_1985
BAT_188368,0_1985
BAT_188370,0_1985
BAT_188371,0_1985
BAT_188373,0_1985
BAT_188374,0_1985
BAT_188376,0_1985
BAT_188377,0_1985
BAT_188385,0_1988
BAT_188386,0_1988
BAT_188387,0_1988
BAT_188389,0_1988
BAT_188390,0_1988
BAT_188392,0_1988
BAT_188393,0_1988
BAT_188394,0_1988
BAT_188395,0_1988
BAT_188396,0_1988
BAT_188397,0_1988
BAT_188398,0_1988
BAT_188399,0_1988
BAT_188405,0_1988
BAT_188406,0_1988
BAT_188407,0_1988
BAT_188408,0_1988
BAT_188409,0_1988
BAT_188410,0_1988
BAT_188412,0_1555
BAT_188416,0_1555
BAT_188417,0_1555
BAT_188418,0_1555
BAT_188419,0_1555
BAT_188421,0_1555
BAT_188422,0_1555
BAT_188423,0_1555
BAT_188427,0_1981
BAT_188429,0_1981
BAT_188432,0_1981
BAT_188434,0_1981
BAT_188435,0_1981
BAT_188436,0_1981
BAT_188437,0_1981
BAT_188438,0_1981
BAT_188440,0_1985
BAT_188446,0_1979
BAT_188447,0_1979
BAT_188448,0_1979
BAT_188450,0_1978
BAT_188452,0_2520
BAT_188453,0_2520
BAT_188454,0_2520
BAT_188458,0_2520
BAT_188461,0_25
BAT_188462,0_25
BAT_188464,0_25
BAT_188467,0_25
BAT_188468,0_25
BAT_188469,0_25
BAT_188472,0_1555
BAT_188473,0_1555
BAT_188474,0_1555
BAT_188475,0_1555
BAT_188476,0_1555
BAT_188477,0_1555
BAT_188480,0_1978
BAT_188485,0_5354
BAT_188489,0_2520
BAT_188492,0_2520
BAT_188496,0_2520
BAT_188499,0_2520
BAT_188500,0_5354
BAT_188501,0_5354
BAT_188502,0_2520
BAT_188505,0_1555
BAT_188508,0_1555
BAT_188509,0_1555
BAT_188510,0_1555
BAT_188513,0_1555
BAT_188514,0_1555
BAT_188518,0_2065
BAT_188519,0_2065
BAT_188520,0_2065
BAT_188524,0_1555
BAT_188525,0_1555
BAT_188527,0_1980
BAT_188528,0_1980
BAT_188529,0_1980
BAT_188531,0_2779
BAT_188532,0_2779
BAT_188533,0_2779
BAT_188534,0_2779
BAT_188535,0_2779
BAT_188536,0_2779
BAT_188540,0_2779
BAT_188541,0_2779
BAT_188542,0_2779
BAT_188546,0_2779
BAT_188549,0_2779
BAT_188550,0_2779
BAT_188553,0_2779
BAT_188554,0_2779
BAT_188555,0_2779
BAT_188559,0_2779
BAT_188561,0_2779
BAT_188562,0_2779
BAT_188564,0_2779
BAT_188567,0_2779
BAT_188573,0_2065
BAT_188576,0_2065
BAT_188579,0_2065
BAT_188580,0_2065
BAT_188581,0_2065
BAT_188583,0_2065
BAT_188585,0_2065
BAT_188586,0_2065
BAT_188590,0_1555
BAT_188591,0_1555
BAT_188592,0_1555
BAT_188594,0_2032
BAT_188596,0_2032
BAT_188597,0_2032
BAT_188598,0_2032
BAT_188599,0_2032
BAT_188600,0_2032
BAT_188601,0_2032
BAT_188607,0_2032
BAT_188608,0_2032
BAT_188612,0_2032
BAT_188614,0_2032
BAT_188615,0_1980
BAT_188618,0_1981
BAT_188619,0_1981
BAT_188623,0_1981
BAT_188624,0_1981
BAT_188625,0_1980
BAT_188627,0_1980
BAT_188629,0_1980
BAT_188630,0_1980
BAT_188634,0_1980
BAT_188636,0_1980
BAT_188637,0_1980
BAT_188640,0_1980
BAT_188641,0_2032
BAT_188642,0_2032
BAT_188643,0_2032
BAT_188647,0_1980
BAT_188648,0_2032
BAT_188653,0_2032
BAT_188655,0_1555
BAT_188659,0_5355
BAT_188665,0_201
BAT_188668,0_2779
BAT_188669,0_2779
BAT_188670,0_2779
BAT_188671,0_2779
BAT_188672,0_2779
BAT_188674,0_2779
BAT_188675,0_2779
BAT_188677,0_5340
BAT_188678,0_5340
BAT_188679,0_5340
BAT_188680,0_5356
BAT_188681,0_5356
BAT_188689,0_5344
BAT_188692,0_5352
BAT_188693,0_5352
BAT_188694,0_5352
BAT_188697,0_5352
BAT_188698,0_5352
BAT_188699,0_5352
BAT_188700,0_5352
BAT_188701,0_5352
BAT_188704,0_5352
BAT_188706,0_1987
BAT_188707,0_1987
BAT_188708,0_1987
BAT_188710,0_1987
BAT_188712,0_1987
BAT_188713,0_1987
BAT_188714,0_1987
BAT_188716,0_1987
BAT_188719,0_1987
BAT_188720,0_1987
BAT_188721,0_1987
BAT_188723,0_1987
BAT_188724,0_1987
BAT_188725,0_1987
BAT_188728,0_2521
BAT_188730,0_2521
BAT_188732,0_2521
BAT_188733,0_2521
BAT_188734,0_2521
BAT_188737,0_2521
BAT_188738,0_1993
BAT_188739,0_1993
BAT_188740,0_1993
BAT_188741,0_1993
BAT_188742,0_1993
BAT_188746,0_1993
BAT_188747,0_1993
BAT_188748,0_1993
BAT_188749,0_1993
BAT_188750,0_1993
BAT_188751,0_5352
BAT_188753,0_5352
BAT_188754,0_5352
BAT_188755,0_5352
BAT_188757,0_5352
BAT_188759,0_5352
BAT_188760,0_5352
BAT_188761,0_5352
BAT_188763,0_5352
BAT_188765,0_5352
BAT_188766,0_5352
BAT_188768,0_1816
BAT_188773,0_999
BAT_188775,0_999
BAT_188776,0_999
BAT_188777,0_999
BAT_188778,0_999
BAT_188779,0_999
BAT_188780,0_999
BAT_188781,0_999
BAT_188782,0_999
BAT_188784,0_999
BAT_188786,0_999
BAT_188787,0_999
BAT_188788,0_999
BAT_188791,0_999
BAT_188792,0_999
BAT_188793,0_999
BAT_188794,0_999
BAT_188797,0_999
BAT_188798,0_999
BAT_188799,0_999
BAT_188801,0_999
BAT_188802,0_999
BAT_188804,0_999
BAT_188805,0_999
BAT_188810,0_999
BAT_188812,0_1990
BAT_188814,0_1990
BAT_188818,0_1987
BAT_188819,0_1987
BAT_188820,0_1987
BAT_188821,0_1987
BAT_188822,0_1987
BAT_188823,0_1987
BAT_188824,0_1987
BAT_188825,0_1987
BAT_188828,0_1987
BAT_188830,0_1987
BAT_188838,0_1816
BAT_188840,0_1816
BAT_188843,0_1816
BAT_188844,0_1816
BAT_188845,0_1816
BAT_188846,0_1987
BAT_188847,0_1987
BAT_188849,0_1987
BAT_188850,0_1987
BAT_188852,0_1987
BAT_188854,0_1979
BAT_188858,0_1979
BAT_188859,0_1979
BAT_188861,0_1979
BAT_188862,0_1979
BAT_188863,0_1979
BAT_188864,0_1979
BAT_188865,0_1979
BAT_188866,0_1979
BAT_188867,0_1979
BAT_188868,0_1979
BAT_188869,0_1979
BAT_188870,0_1979
BAT_188871,0_1979
BAT_188873,0_1979
BAT_188874,0_1979
BAT_188875,0_1979
BAT_188877,0_5352
BAT_188878,0_1979
BAT_188880,0_1979
BAT_188881,0_1979
BAT_188882,0_1979
BAT_188883,0_1979
BAT_188884,0_1979
BAT_188885,0_1979
BAT_188886,0_1986
BAT_188887,0_1986
BAT_188888,0_1986
BAT_188891,0_1986
BAT_188894,0_1986
BAT_188895,0_1986
BAT_188898,0_1986
BAT_188899,0_1986
BAT_188900,0_1986
BAT_188902,0_1986
BAT_188905,0_1986
BAT_188916,0_5357
BAT_188920,0_1986
BAT_188922,0_1986
BAT_188923,0_2034
BAT_188924,0_2034
BAT_188925,0_2034
BAT_188927,0_2034
BAT_188930,0_2034
BAT_188931,0_2034
BAT_188935,0_2034
BAT_188937,0_2034
BAT_188944,0_5358
BAT_188945,0_5358
BAT_188946,0_5358
BAT_188951,0_1982
BAT_188952,0_1982
BAT_188953,0_1982
BAT_188955,0_1982
BAT_188957,0_1982
BAT_188958,0_1982
BAT_188959,0_1982
BAT_188960,0_1982
BAT_188962,0_1982
BAT_188963,0_1982
BAT_188964,0_1982
BAT_188965,0_1982
BAT_188966,0_1982
BAT_188967,0_1982
BAT_188972,0_1982
BAT_188974,0_1982
BAT_188975,0_1982
BAT_188978,0_1982
BAT_188979,0_1982
BAT_188980,0_1982
BAT_188984,0_1982
BAT_188985,0_1982
BAT_188986,0_1982
BAT_188988,0_1982
BAT_188989,0_1982
BAT_188990,0_1982
BAT_188993,0_5358
BAT_188994,0_1982
BAT_188995,0_1981
BAT_188996,0_1981
BAT_188999,0_1981
BAT_189000,0_1981
BAT_189002,0_1982
BAT_189007,0_194
BAT_189008,0_194
BAT_189009,0_194
BAT_189010,0_194
BAT_189011,0_194
BAT_189013,0_194
BAT_189014,0_194
BAT_189015,0_194
BAT_189016,0_194
BAT_189019,0_194
BAT_189020,0_194
BAT_189021,0_194
BAT_189022,0_194
BAT_189025,0_5359
BAT_189026,0_5359
BAT_189029,0_5359
BAT_189030,0_5359
BAT_189032,0_5359
BAT_189034,0_5359
BAT_189035,0_5359
BAT_189037,0_5359
BAT_189042,0_5359
BAT_189044,0_5359
BAT_189050,0_2030
BAT_189052,0_2030
BAT_189053,0_2030
BAT_189055,0_2030
BAT_189056,0_2030
BAT_189057,0_2030
BAT_189058,0_2030
BAT_189059,0_2030
BAT_189064,0_5360
BAT_189067,0_2030
BAT_189070,0_1983
BAT_189072,0_1983
BAT_189074,0_1983
BAT_189075,0_1983
BAT_189076,0_1983
BAT_189078,0_1982
BAT_189080,0_1982
BAT_189081,0_2030
BAT_189084,0_194
BAT_189085,0_194
BAT_189087,0_194
BAT_189090,0_194
BAT_189091,0_194
BAT_189093,0_194
BAT_189094,0_194
BAT_189095,0_2030
BAT_189097,0_2030
BAT_189099,0_1983
BAT_189102,0_1983
BAT_189103,0_1983
BAT_189105,0_1983
BAT_189108,0_1983
BAT_189109,0_194
BAT_189112,0_194
BAT_189113,0_194
BAT_189115,0_194
BAT_189117,0_194
BAT_189118,0_194
BAT_189120,0_194
BAT_189124,0_194
BAT_189126,0_194
BAT_189129,0_194
BAT_189131,0_194
BAT_189132,0_194
BAT_189136,0_2030
BAT_189137,0_2030
BAT_189138,0_5344
BAT_189139,0_5344
BAT_189140,0_5344
BAT_189141,0_5344
BAT_189144,0_5344
BAT_189145,0_5344
BAT_189146,0_5344
BAT_189151,0_2521
BAT_189154,0_2521
BAT_189155,0_2521
BAT_189157,0_2521
BAT_189159,0_1979
BAT_189161,0_1979
BAT_189163,0_1993
BAT_189167,0_1993
BAT_189168,0_1993
BAT_189169,0_1993
BAT_189170,0_1988
BAT_189171,0_1988
BAT_189172,0_1988
BAT_189173,0_1988
BAT_189175,0_1988
BAT_189177,0_194
BAT_189178,0_5358
BAT_189180,0_1990
BAT_189181,0_1986
BAT_189184,0_1982
BAT_189185,0_1982
BAT_189186,0_1982
BAT_189188,0_1987
BAT_189189,0_1987
BAT_189190,0_1987
BAT_189191,0_1987
BAT_189193,0_1979
BAT_189194,0_1979
BAT_189195,0_1979
BAT_189196,0_1988
BAT_189198,0_1988
BAT_189200,0_2032
BAT_189201,0_1979
BAT_189202,0_5352
BAT_189203,0_1980
BAT_189204,0_1988
BAT_189206,0_2065
BAT_189207,0_1980
BAT_189209,0_1988
BAT_189213,0_1555
BAT_189215,0_1555
BAT_189216,0_1985
BAT_189217,0_1985
BAT_189218,0_1985
BAT_189219,0_2779
BAT_189220,0_2779
BAT_189221,0_1555
BAT_189222,0_1555
BAT_189223,0_1985
BAT_189224,0_1555
BAT_189225,0_1985
BAT_189226,0_5350
BAT_189227,0_1984
BAT_189228,0_1244
BAT_189231,0_1984
BAT_189232,0_1244
BAT_189233,0_1244
BAT_189235,0_1978
BAT_189236,0_1978
BAT_189237,0_1978
BAT_189239,0_25
BAT_189242,0_2037
BAT_189243,0_2037
BAT_189246,0_2037
BAT_189247,0_204
BAT_189249,0_204
BAT_189250,0_204
BAT_189252,0_1250
BAT_189254,0_1250
BAT_189256,0_1250
BAT_189258,0_2521
BAT_189260,0_2521
BAT_189261,0_2521
BAT_189265,0_1990
BAT_189266,0_1990
BAT_189269,0_1990
BAT_189270,0_1990
BAT_189272,0_1990
BAT_189273,0_1990
BAT_189276,0_1990
BAT_189279,0_1990
BAT_189280,0_1990
BAT_189286,0_2036
BAT_189289,0_2036
BAT_189292,0_2036
BAT_189293,0_2036
BAT_189295,0_2036
BAT_189298,0_2036
BAT_189300,0_2036
BAT_189301,0_2036
BAT_189302,0_2036
BAT_189304,0_2036
BAT_189305,0_2036
BAT_189307,0_2036
BAT_189309,0_1946
BAT_189310,0_1946
BAT_189312,0_1946
BAT_189313,0_1946
BAT_189316,0_1946
BAT_189320,0_1946
BAT_189322,0_1946
BAT_189324,0_1946
BAT_189326,0_204
BAT_189328,0_5361
BAT_189336,0_1250
BAT_189338,0_1992
BAT_189342,0_1992
BAT_189343,0_1992
BAT_189344,0_1992
BAT_189345,0_1992
BAT_189346,0_1992
BAT_189347,0_1992
BAT_189349,0_1992
BAT_189354,0_1992
BAT_189357,0_1992
BAT_189358,0_1992
BAT_189360,0_1992
BAT_189361,0_1992
BAT_189362,0_1992
BAT_189364,0_1994
BAT_189366,0_1992
BAT_189367,0_1994
BAT_189368,0_1994
BAT_189369,0_1250
BAT_189370,0_1250
BAT_189371,0_1250
BAT_189373,0_2521
BAT_189374,0_2521
BAT_189375,0_2521
BAT_189376,0_2521
BAT_189383,0_2521
BAT_189385,0_2521
BAT_189387,0_2521
BAT_189389,0_2521
BAT_189390,0_2521
BAT_189391,0_1994
BAT_189395,0_1991
BAT_189396,0_1991
BAT_189397,0_1991
BAT_189399,0_1991
BAT_189401,0_1991
BAT_189402,0_1991
BAT_189403,0_1991
BAT_189404,0_1991
BAT_189405,0_1991
BAT_189406,0_1991
BAT_189408,0_1991
BAT_189410,0_1991
BAT_189411,0_1991
BAT_189412,0_1991
BAT_189413,0_1991
BAT_189414,0_1991
BAT_189415,0_1990
BAT_189417,0_1990
BAT_189418,0_1990
BAT_189419,0_1990
BAT_189424,0_1990
BAT_189426,0_204
BAT_189427,0_204
BAT_189429,0_204
BAT_189430,0_1990
BAT_189431,0_1990
BAT_189432,0_1991
BAT_189434,0_204
BAT_189435,0_1992
BAT_189437,0_1946
BAT_189439,0_1244
BAT_189440,0_1244
BAT_189441,0_1244
BAT_189442,0_1244
BAT_189443,0_1244
BAT_189444,0_1244
BAT_189445,0_1244
BAT_189446,0_1244
BAT_189447,0_1244
BAT_189453,0_1978
BAT_189454,0_1978
BAT_189455,0_1978
BAT_189457,0_1978
BAT_189458,0_1978
BAT_189459,0_1978
BAT_189460,0_1978
BAT_189461,0_1978
BAT_189463,0_1978
BAT_189464,0_1978
BAT_189465,0_1978
BAT_189467,0_1978
BAT_189468,0_1978
BAT_189469,0_1978
BAT_189472,0_1978
BAT_189473,0_1978
BAT_189474,0_1978
BAT_189475,0_1978
BAT_189477,0_1978
BAT_189478,0_1978
BAT_189479,0_1978
BAT_189480,0_1978
BAT_189481,0_1978
BAT_189482,0_1978
BAT_189483,0_1978
BAT_189484,0_1978
BAT_189485,0_1978
BAT_189486,0_1978
BAT_189488,0_2037
BAT_189489,0_2037
BAT_189490,0_2037
BAT_189491,0_2037
BAT_189492,0_2037
BAT_189493,0_2037
BAT_189494,0_2037
BAT_189497,0_2037
BAT_189498,0_1244
BAT_189499,0_5355
BAT_189500,0_5355
BAT_189501,0_5355
BAT_189502,0_5355
BAT_189504,0_5355
BAT_189507,0_1244
BAT_189509,0_1244
BAT_189512,0_1244
BAT_189514,0_5362
BAT_189518,0_5363
BAT_189521,0_5363
BAT_189524,0_5363
BAT_189525,0_5363
BAT_189528,0_5363
BAT_189529,0_1244
BAT_189530,0_1244
BAT_189531,0_2037
BAT_189532,0_2037
BAT_189533,0_2037
BAT_189534,0_2037
BAT_189535,0_2037
BAT_189536,0_2037
BAT_189537,0_2037
BAT_189538,0_2037
BAT_189540,0_5364
BAT_189541,0_5365
BAT_189544,0_5365
BAT_189545,0_5365
BAT_189546,0_5365
BAT_189547,0_5365
BAT_189551,0_5365
BAT_189554,0_5366
BAT_189557,0_1797
BAT_189561,0_5363
BAT_189564,0_5363
BAT_189566,0_1797
BAT_189569,0_1797
BAT_189572,0_1797
BAT_189573,0_1797
BAT_189575,0_1797
BAT_189579,0_1797
BAT_189580,0_1797
BAT_189582,0_1797
BAT_189583,0_1797
BAT_189586,0_1797
BAT_189587,0_1797
BAT_189588,0_1797
BAT_189590,0_1797
BAT_189592,0_5363
BAT_189593,0_5363
BAT_189596,0_5363
BAT_189598,0_5363
BAT_189599,0_1797
BAT_189600,0_1797
BAT_189602,0_1797
BAT_189603,0_1797
BAT_189604,0_1797
BAT_189605,0_1797
BAT_189606,0_1797
BAT_189607,0_1797
BAT_189608,0_1797
BAT_189609,0_1797
BAT_189610,0_1797
BAT_189611,0_1797
BAT_189612,0_1797
BAT_189613,0_1797
BAT_189614,0_1797
BAT_189615,0_1797
BAT_189617,0_1797
BAT_189619,0_1797
BAT_189620,0_1797
BAT_189621,0_1797
BAT_189622,0_1797
BAT_189623,0_1797
BAT_189624,0_1797
BAT_189625,0_1797
BAT_189626,0_1797
BAT_189627,0_1797
BAT_189630,0_1815
BAT_189631,0_1815
BAT_189633,0_1815
BAT_189637,0_1815
BAT_189638,0_1815
BAT_189640,0_1815
BAT_189642,0_1815
BAT_189650,0_1815
BAT_189653,0_1815
BAT_189661,0_1978
BAT_189662,0_1978
BAT_189664,0_1797
BAT_189665,0_1978
BAT_189668,0_1978
BAT_189672,0_1815
BAT_189676,0_1815
BAT_189677,0_1815
BAT_189678,0_1815
BAT_189679,0_1815
BAT_189683,0_1815
BAT_189685,0_1978
BAT_189689,0_5367
BAT_189691,0_5367
BAT_189693,0_5367
BAT_189695,0_5367
BAT_189698,0_5367
BAT_189700,0_5367
BAT_189701,0_5367
BAT_189703,0_5367
BAT_189706,0_5355
BAT_189707,0_5355
BAT_189710,0_5355
BAT_189712,0_5355
BAT_189713,0_5355
BAT_189715,0_5355
BAT_189716,0_5355
BAT_189717,0_5355
BAT_189718,0_5355
BAT_189720,0_1797
BAT_189721,0_5367
BAT_189722,0_5367
BAT_189723,0_5367
BAT_189724,0_1978
BAT_189725,0_5355
BAT_189727,0_5367
BAT_189728,0_1978
BAT_189731,0_1797
BAT_189732,0_5363
BAT_189733,0_1797
BAT_189734,0_2037
BAT_189735,0_2037
BAT_189737,0_2037
BAT_189738,0_2037
BAT_189739,0_5364
BAT_189742,0_5364
BAT_189744,0_5364
BAT_189745,0_1217
BAT_189746,0_1217
BAT_189750,0_1217
BAT_189754,0_2037
BAT_189755,0_2037
BAT_189756,0_2037
BAT_189757,0_2037
BAT_189758,0_2037
BAT_189759,0_2037
BAT_189760,0_2037
BAT_189762,0_1217
BAT_189763,0_1217
BAT_189765,0_1217
BAT_189767,0_1217
BAT_189769,0_1217
BAT_189770,0_2037
BAT_189771,0_5364
BAT_189772,0_5347
BAT_189773,0_5347
BAT_189774,0_5347
BAT_189776,0_5368
BAT_189778,0_2037
BAT_189781,0_1985
BAT_189782,0_1244
