id_bat,final_community
BAT_169850,1452_6
BAT_209366,1452_7
BAT_214987,1452_8
BAT_221695,1452_9
BAT_224399,1452_10
BAT_229395,1452_11
BAT_255959,1452_12
BAT_256147,1452_13
BAT_90114,2082_0
BAT_95656,2082_1
BAT_97490,2082_2
BAT_105334,2082_3
BAT_152437,2082_4
BAT_202088,2082_5
BAT_213335,2082_6
BAT_213647,2082_7
BAT_226005,2082_8
BAT_277599,2082_9
BAT_90140,1926_0
BAT_91261,1926_1
BAT_91472,1926_2
BAT_94281,1926_3
BAT_98852,1926_4
BAT_158766,1926_5
BAT_170670,1926_6
BAT_187568,1926_7
BAT_191429,1926_8
BAT_199596,1926_9
BAT_201051,1926_10
BAT_203824,1926_11
BAT_214524,1926_12
BAT_223278,1926_13
BAT_226123,1926_14
BAT_90192,1753_0
BAT_101718,1753_1
BAT_104894,1753_2
BAT_115296,1753_3
BAT_158475,1753_4
BAT_161572,1753_5
BAT_161843,1753_6
BAT_162517,1753_7
BAT_164193,1753_8
BAT_173375,1753_9
BAT_182041,1753_10
BAT_201902,1753_11
BAT_210462,1753_12
BAT_222023,1753_13
BAT_222973,1753_14
BAT_249284,1753_15
BAT_250666,1753_16
BAT_264529,1753_17
BAT_280295,1753_18
BAT_280470,1753_19
BAT_281060,1753_20
BAT_282999,1753_21
BAT_286030,1753_22
BAT_290203,1753_23
BAT_290316,1753_24
BAT_290343,1753_25
BAT_291198,1753_26
BAT_90210,1876_0
BAT_186623,1876_1
BAT_256447,1876_2
BAT_260605,1876_3
BAT_287615,1876_4
BAT_293679,1876_5
BAT_90216,1167_0
BAT_91012,1167_1
BAT_115582,1167_2
BAT_212395,1167_3
BAT_277540,1167_4
BAT_280104,1167_5
BAT_90262,1756_0
BAT_97032,1756_1
BAT_167297,1756_2
BAT_178451,1756_3
BAT_182613,1756_4
BAT_188445,1756_5
BAT_190027,1756_6
BAT_215095,1756_7
BAT_220201,1756_8
BAT_221968,1756_9
BAT_254352,1756_10
BAT_255417,1756_11
BAT_256566,1756_12
BAT_278243,1756_13
BAT_282741,1756_14
BAT_285227,1756_15
BAT_290041,1756_16
BAT_510856,1756_17
BAT_90265,959_0
BAT_105197,959_1
BAT_111391,959_2
BAT_115544,959_3
BAT_135983,959_4
BAT_141087,959_5
BAT_150678,959_6
BAT_151569,959_7
BAT_159374,959_8
BAT_163768,959_9
BAT_166778,959_10
BAT_189350,959_11
BAT_191468,959_12
BAT_220845,959_13
BAT_220846,959_13
BAT_220852,959_13
BAT_249846,959_14
BAT_262757,959_15
BAT_278079,959_16
BAT_501682,959_17
BAT_90279,1879_0
BAT_101500,1879_1
BAT_105388,1879_2
BAT_106497,1879_3
BAT_158469,1879_4
BAT_189377,1879_5
BAT_203175,1879_6
BAT_210876,1879_7
BAT_211646,1879_8
BAT_230562,1879_9
BAT_272929,1879_10
BAT_289915,1879_11
BAT_90309,1519_0
BAT_90462,1519_1
BAT_91750,1519_2
BAT_96211,1519_3
BAT_103622,1519_4
BAT_104042,1519_5
BAT_135349,1519_6
BAT_135359,1519_7
BAT_138270,1519_8
BAT_143733,1519_9
BAT_194332,1519_10
BAT_246939,1519_11
BAT_249323,1519_12
BAT_261888,1519_13
BAT_261975,1519_14
BAT_265271,1519_15
BAT_268643,1519_16
BAT_288450,1519_17
BAT_291006,1519_18
BAT_90327,2366_0
BAT_115642,2366_1
BAT_135590,2366_2
BAT_147004,2366_3
BAT_195737,2366_4
BAT_195795,2366_5
BAT_251264,2366_6
BAT_255851,2366_7
BAT_90365,2482_0
BAT_98786,2482_1
BAT_111794,2482_2
BAT_138251,2482_3
BAT_159117,2482_4
BAT_166358,2482_5
BAT_277885,2482_6
BAT_90402,2254_0
BAT_131788,2254_1
BAT_173402,2254_2
BAT_249780,2254_3
BAT_254170,2254_4
BAT_278905,2254_5
BAT_282977,2254_6
BAT_287971,2254_7
BAT_90429,1806_0
BAT_101671,1806_1
BAT_104270,1806_2
BAT_104483,1806_3
BAT_104494,1806_4
BAT_113106,1806_5
BAT_115662,1806_6
BAT_151579,1806_7
BAT_192661,1806_8
BAT_201451,1806_9
BAT_201980,1806_10
BAT_209848,1806_11
BAT_215249,1806_12
BAT_256236,1806_13
BAT_261351,1806_14
BAT_264367,1806_15
BAT_272581,1806_16
BAT_275286,1806_17
BAT_283584,1806_18
BAT_288324,1806_19
BAT_510312,1806_20
BAT_90432,2374_0
BAT_113422,2374_1
BAT_197203,2374_2
BAT_223198,2374_3
BAT_262545,2374_4
BAT_287106,2374_5
BAT_90451,1979_0
BAT_92501,1979_1
BAT_93234,1979_2
BAT_95992,1979_3
BAT_96278,1979_4
BAT_103613,1979_5
BAT_104164,1979_6
BAT_136436,1979_7
BAT_153664,1979_8
BAT_153909,1979_9
BAT_159229,1979_10
BAT_162343,1979_11
BAT_165970,1979_12
BAT_169613,1979_13
BAT_212871,1979_14
BAT_216701,1979_15
BAT_220380,1979_16
BAT_259515,1979_17
BAT_293563,1979_18
BAT_90471,1710_0
BAT_145168,1710_1
BAT_162276,1710_2
BAT_166791,1710_3
BAT_188261,1710_4
BAT_197351,1710_5
BAT_203425,1710_6
BAT_213955,1710_7
BAT_222140,1710_8
BAT_247192,1710_9
BAT_265504,1710_10
BAT_289849,1710_11
BAT_90484,2090_0
BAT_149292,2090_1
BAT_156455,2090_2
BAT_172664,2090_3
BAT_196956,2090_4
BAT_197232,2090_5
BAT_246556,2090_6
BAT_278667,2090_7
BAT_90509,1918_0
BAT_98083,1918_1
BAT_136044,1918_2
BAT_146585,1918_3
BAT_149503,1918_4
BAT_159328,1918_5
BAT_162061,1918_6
BAT_181997,1918_7
BAT_258144,1918_8
BAT_278399,1918_9
BAT_90531,1900_0
BAT_100240,1900_1
BAT_101351,1900_2
BAT_110731,1900_3
BAT_189077,1900_4
BAT_221711,1900_5
BAT_262445,1900_6
BAT_279078,1900_7
BAT_289568,1900_8
BAT_90599,1794_0
BAT_151192,1794_1
BAT_164228,1794_2
BAT_220718,1794_3
BAT_225454,1794_4
BAT_264246,1794_5
BAT_507856,1794_6
BAT_90602,2031_0
BAT_186245,2031_1
BAT_187875,2031_2
BAT_204222,2031_3
BAT_217385,2031_4
BAT_90615,2283_0
BAT_95289,2283_1
BAT_100484,2283_2
BAT_137783,2283_3
BAT_222531,2283_4
BAT_90653,2332_0
BAT_161462,2332_1
BAT_180949,2332_2
BAT_191203,2332_3
BAT_191204,2332_3
BAT_218806,2332_4
BAT_90663,1276_0
BAT_154283,1276_1
BAT_163384,1276_2
BAT_170964,1276_3
BAT_183819,1276_4
BAT_193605,1276_5
BAT_211482,1276_6
BAT_219184,1276_7
BAT_219917,1276_8
BAT_250452,1276_9
BAT_260210,1276_10
BAT_266866,1276_11
BAT_274538,1276_12
BAT_279889,1276_13
BAT_284578,1276_14
BAT_285977,1276_15
BAT_287369,1276_16
BAT_288109,1276_17
BAT_90665,843_0
BAT_110699,843_1
BAT_159985,843_2
BAT_165663,843_3
BAT_184239,843_4
BAT_192732,843_5
BAT_228423,843_6
BAT_249896,843_7
BAT_256709,843_8
BAT_264641,843_9
BAT_268860,843_10
BAT_273525,843_11
BAT_290388,843_12
BAT_510394,843_13
BAT_90701,2359_0
BAT_98029,2359_1
BAT_262888,2359_2
BAT_270179,2359_3
BAT_273552,2359_4
BAT_90711,2425_0
BAT_92136,2425_1
BAT_97042,2425_2
BAT_103722,2425_3
BAT_104698,2425_4
BAT_106921,2425_5
BAT_141522,2425_6
BAT_183371,2425_7
BAT_201269,2425_8
BAT_221511,2425_9
BAT_222342,2425_10
BAT_229169,2425_11
BAT_249247,2425_12
BAT_268156,2425_13
BAT_268157,2425_13
BAT_270135,2425_14
BAT_90715,682_0
BAT_135879,682_1
BAT_155984,682_2
BAT_159249,682_3
BAT_161266,682_4
BAT_166241,682_5
BAT_257382,682_6
BAT_282420,682_7
BAT_286905,682_8
BAT_90723,1786_0
BAT_95094,1786_1
BAT_100945,1786_2
BAT_156091,1786_3
BAT_217367,1786_4
BAT_222273,1786_5
BAT_289389,1786_6
BAT_292775,1786_7
BAT_90726,2455_0
BAT_91688,2455_1
BAT_96252,2455_2
BAT_98728,2455_3
BAT_159123,2455_4
BAT_163998,2455_5
BAT_198853,2455_6
BAT_249401,2455_7
BAT_263777,2455_8
BAT_264245,2455_9
BAT_285151,2455_10
BAT_287002,2455_11
BAT_90757,1425_0
BAT_106415,1425_1
BAT_113516,1425_2
BAT_291349,1425_3
BAT_291488,1425_4
BAT_90771,1133_0
BAT_159381,1133_1
BAT_172063,1133_2
BAT_172217,1133_3
BAT_279802,1133_4
BAT_90821,1675_0
BAT_114657,1675_1
BAT_153060,1675_2
BAT_153705,1675_3
BAT_161696,1675_4
BAT_184343,1675_5
BAT_195230,1675_6
BAT_275525,1675_7
BAT_281092,1675_8
BAT_283819,1675_9
BAT_290108,1675_10
BAT_90899,1652_0
BAT_94171,1652_1
BAT_104991,1652_2
BAT_139209,1652_3
BAT_147749,1652_4
BAT_163783,1652_5
BAT_231560,1652_6
BAT_90901,1683_0
BAT_123543,1683_1
BAT_153003,1683_2
BAT_154487,1683_3
BAT_184808,1683_4
BAT_195757,1683_5
BAT_204615,1683_6
BAT_214094,1683_7
BAT_256256,1683_8
BAT_272498,1683_9
BAT_278686,1683_10
BAT_90913,1404_0
BAT_92653,1404_1
BAT_139098,1404_2
BAT_172568,1404_3
BAT_179722,1404_4
BAT_293614,1404_5
BAT_90942,2197_0
BAT_93176,2197_1
BAT_124957,2197_2
BAT_164374,2197_3
BAT_167193,2197_4
BAT_183377,2197_5
BAT_225591,2197_6
BAT_272203,2197_7
BAT_285689,2197_8
BAT_91081,2448_0
BAT_97715,2448_1
BAT_156792,2448_2
BAT_202395,2448_3
BAT_277125,2448_4
BAT_91139,825_0
BAT_165229,825_1
BAT_169720,825_2
BAT_181318,825_3
BAT_280027,825_4
BAT_286363,825_5
BAT_91191,1825_0
BAT_98545,1825_1
BAT_115581,1825_2
BAT_210362,1825_3
BAT_290278,1825_4
BAT_91195,1453_0
BAT_94250,1453_1
BAT_105931,1453_2
BAT_132256,1453_3
BAT_139480,1453_4
BAT_192164,1453_5
BAT_258205,1453_6
BAT_260847,1453_7
BAT_277732,1453_8
BAT_289808,1453_9
BAT_291032,1453_10
BAT_91258,2140_0
BAT_95492,2140_1
BAT_107580,2140_2
BAT_109672,2140_3
BAT_113948,2140_4
BAT_114698,2140_5
BAT_121288,2140_6
BAT_139540,2140_7
BAT_151071,2140_8
BAT_159966,2140_9
BAT_162744,2140_10
BAT_163967,2140_11
BAT_165331,2140_12
BAT_165339,2140_13
BAT_166789,2140_14
BAT_170544,2140_15
BAT_171899,2140_16
BAT_183797,2140_17
BAT_184294,2140_18
BAT_187761,2140_19
BAT_188772,2140_20
BAT_221430,2140_21
BAT_223044,2140_22
BAT_252596,2140_23
BAT_252597,2140_23
BAT_254414,2140_24
BAT_255590,2140_25
BAT_255929,2140_26
BAT_258690,2140_27
BAT_259305,2140_28
BAT_261760,2140_29
BAT_268169,2140_30
BAT_273161,2140_31
BAT_275562,2140_32
BAT_276501,2140_33
BAT_280388,2140_34
BAT_282880,2140_35
BAT_286690,2140_36
BAT_287989,2140_37
BAT_91260,2003_0
BAT_94777,2003_1
BAT_95519,2003_2
BAT_101267,2003_3
BAT_101319,2003_4
BAT_107397,2003_5
BAT_112234,2003_6
BAT_147385,2003_7
BAT_203102,2003_8
BAT_222940,2003_9
BAT_246996,2003_10
BAT_257064,2003_11
BAT_258058,2003_12
BAT_262877,2003_13
BAT_263788,2003_14
BAT_272130,2003_15
BAT_284712,2003_16
BAT_285461,2003_17
BAT_289187,2003_18
BAT_91349,1233_0
BAT_116998,1233_1
BAT_125568,1233_2
BAT_126570,1233_3
BAT_191720,1233_4
BAT_204603,1233_5
BAT_91473,811_0
BAT_166066,811_1
BAT_201911,811_2
BAT_224041,811_3
BAT_258593,811_4
BAT_291596,811_5
BAT_508061,811_6
BAT_508812,811_7
BAT_91540,1765_0
BAT_92286,1765_1
BAT_249745,1765_2
BAT_272782,1765_3
BAT_280245,1765_4
BAT_91545,2328_0
BAT_98547,2328_1
BAT_150663,2328_2
BAT_167525,2328_3
BAT_180114,2328_4
BAT_195891,2328_5
BAT_195897,2328_6
BAT_212742,2328_7
BAT_220456,2328_8
BAT_226006,2328_9
BAT_277258,2328_10
BAT_91554,2454_0
BAT_94940,2454_1
BAT_99896,2454_2
BAT_100355,2454_3
BAT_101209,2454_4
BAT_107566,2454_5
BAT_124005,2454_6
BAT_132936,2454_7
BAT_142976,2454_8
BAT_160245,2454_9
BAT_161934,2454_10
BAT_167597,2454_11
BAT_174322,2454_12
BAT_196277,2454_13
BAT_201178,2454_14
BAT_202110,2454_15
BAT_220250,2454_16
BAT_221540,2454_17
BAT_222978,2454_18
BAT_223296,2454_19
BAT_223826,2454_20
BAT_225463,2454_21
BAT_227343,2454_22
BAT_229101,2454_23
BAT_247401,2454_24
BAT_271909,2454_25
BAT_272748,2454_26
BAT_283619,2454_27
BAT_284196,2454_28
BAT_286029,2454_29
BAT_292761,2454_30
BAT_293594,2454_31
BAT_91557,2451_0
BAT_95161,2451_1
BAT_111540,2451_2
BAT_156304,2451_3
BAT_183427,2451_4
BAT_229968,2451_5
BAT_91564,1950_0
BAT_99301,1950_1
BAT_99846,1950_2
BAT_100327,1950_3
BAT_135574,1950_4
BAT_155485,1950_5
BAT_165803,1950_6
BAT_173102,1950_7
BAT_182251,1950_8
BAT_199238,1950_9
BAT_202123,1950_10
BAT_263489,1950_11
BAT_277394,1950_12
BAT_288049,1950_13
BAT_289421,1950_14
BAT_91575,2279_0
BAT_98908,2279_1
BAT_99709,2279_2
BAT_119537,2279_3
BAT_203184,2279_4
BAT_219502,2279_5
BAT_91580,1235_0
BAT_166324,1235_1
BAT_166531,1235_2
BAT_189670,1235_3
BAT_194751,1235_4
BAT_253714,1235_5
BAT_260808,1235_6
BAT_274811,1235_7
BAT_91587,834_0
BAT_94377,834_1
BAT_122703,834_2
BAT_169906,834_3
BAT_177913,834_4
BAT_185882,834_5
BAT_246796,834_6
BAT_263911,834_7
BAT_279902,834_8
BAT_287331,834_9
BAT_507684,834_10
BAT_91589,1853_0
BAT_93107,1853_1
BAT_101208,1853_2
BAT_246988,1853_3
BAT_279462,1853_4
BAT_291425,1853_5
BAT_91594,2056_0
BAT_92426,2056_1
BAT_93878,2056_2
BAT_98589,2056_3
BAT_123275,2056_4
BAT_137029,2056_5
BAT_139971,2056_6
BAT_143910,2056_7
BAT_165425,2056_8
BAT_166821,2056_9
BAT_169637,2056_10
BAT_169925,2056_11
BAT_172751,2056_12
BAT_195882,2056_13
BAT_196909,2056_14
BAT_218794,2056_15
BAT_219472,2056_16
BAT_220814,2056_17
BAT_223160,2056_18
BAT_229416,2056_19
BAT_249610,2056_20
BAT_250677,2056_21
BAT_262634,2056_22
BAT_266761,2056_23
BAT_283970,2056_24
BAT_287813,2056_25
BAT_290305,2056_26
BAT_91617,1378_0
BAT_145067,1378_1
BAT_153714,1378_2
BAT_153715,1378_2
BAT_201824,1378_3
BAT_508814,1378_4
BAT_91624,2395_0
BAT_137073,2395_1
BAT_182467,2395_2
BAT_200621,2395_3
BAT_202635,2395_4
BAT_220757,2395_5
BAT_230651,2395_6
BAT_285506,2395_7
BAT_91648,1832_0
BAT_95759,1832_1
BAT_153558,1832_2
BAT_171956,1832_3
BAT_191079,1832_4
BAT_214395,1832_5
BAT_246493,1832_6
BAT_91668,1171_0
BAT_163729,1171_1
BAT_182478,1171_2
BAT_184131,1171_3
BAT_185970,1171_4
BAT_204529,1171_5
BAT_218782,1171_6
BAT_250534,1171_7
BAT_250933,1171_8
BAT_272635,1171_9
BAT_276747,1171_10
BAT_278369,1171_11
BAT_284452,1171_12
BAT_91671,2285_0
BAT_95031,2285_1
BAT_100394,2285_2
BAT_101010,2285_3
BAT_135362,2285_4
BAT_159318,2285_5
BAT_171050,2285_6
BAT_201918,2285_7
BAT_203375,2285_8
BAT_204375,2285_9
BAT_221992,2285_10
BAT_222603,2285_11
BAT_228745,2285_12
BAT_256261,2285_13
BAT_91676,2016_0
BAT_96836,2016_1
BAT_100587,2016_2
BAT_103514,2016_3
BAT_108861,2016_4
BAT_125515,2016_5
BAT_190297,2016_6
BAT_198219,2016_7
BAT_213598,2016_8
BAT_260282,2016_9
BAT_276058,2016_10
BAT_276897,2016_11
BAT_291319,2016_12
BAT_293434,2016_13
BAT_91689,2065_0
BAT_100863,2065_1
BAT_105351,2065_2
BAT_134956,2065_3
BAT_176451,2065_4
BAT_203115,2065_5
BAT_210065,2065_6
BAT_225345,2065_7
BAT_257885,2065_8
BAT_263061,2065_9
BAT_264206,2065_10
BAT_291433,2065_11
BAT_91702,2434_0
BAT_95034,2434_1
BAT_101037,2434_2
BAT_101194,2434_3
BAT_104819,2434_4
BAT_105369,2434_5
BAT_106709,2434_6
BAT_107724,2434_7
BAT_135451,2434_8
BAT_139599,2434_9
BAT_140626,2434_10
BAT_143893,2434_11
BAT_161677,2434_12
BAT_163732,2434_13
BAT_169639,2434_14
BAT_171128,2434_15
BAT_178516,2434_16
BAT_183420,2434_17
BAT_185014,2434_18
BAT_199458,2434_19
BAT_199764,2434_20
BAT_199938,2434_21
BAT_202355,2434_22
BAT_247554,2434_23
BAT_256745,2434_24
BAT_261766,2434_25
BAT_275107,2434_26
BAT_280824,2434_27
BAT_283620,2434_28
BAT_284843,2434_29
BAT_287502,2434_30
BAT_291369,2434_31
BAT_498465,2434_32
BAT_91708,1711_0
BAT_97082,1711_1
BAT_183121,1711_2
BAT_255696,1711_3
BAT_279072,1711_4
BAT_91731,2017_0
BAT_92972,2017_1
BAT_93240,2017_2
BAT_95184,2017_3
BAT_110054,2017_4
BAT_117834,2017_5
BAT_137472,2017_6
BAT_140781,2017_7
BAT_163482,2017_8
BAT_182882,2017_9
BAT_189123,2017_10
BAT_195377,2017_11
BAT_264089,2017_12
BAT_287441,2017_13
BAT_288376,2017_14
BAT_91775,2058_0
BAT_95752,2058_1
BAT_110042,2058_2
BAT_164744,2058_3
BAT_203843,2058_4
BAT_91876,1361_0
BAT_119275,1361_1
BAT_150675,1361_2
BAT_159959,1361_3
BAT_161754,1361_4
BAT_163848,1361_5
BAT_199812,1361_6
BAT_218645,1361_7
BAT_221567,1361_8
BAT_262549,1361_9
BAT_284298,1361_10
BAT_285824,1361_11
BAT_508914,1361_12
BAT_91888,2463_0
BAT_94371,2463_1
BAT_99151,2463_2
BAT_138233,2463_3
BAT_141484,2463_4
BAT_157323,2463_5
BAT_158110,2463_6
BAT_163890,2463_7
BAT_168847,2463_8
BAT_168848,2463_8
BAT_188460,2463_9
BAT_196290,2463_10
BAT_199431,2463_11
BAT_203507,2463_12
BAT_215428,2463_13
BAT_219436,2463_14
BAT_220592,2463_15
BAT_228957,2463_16
BAT_260309,2463_17
BAT_273113,2463_18
BAT_275680,2463_19
BAT_91889,1092_0
BAT_136925,1092_1
BAT_160166,1092_2
BAT_175201,1092_3
BAT_184491,1092_4
BAT_203337,1092_5
BAT_270742,1092_6
BAT_278179,1092_7
BAT_281048,1092_8
BAT_290206,1092_9
BAT_510463,1092_10
BAT_91917,1009_0
BAT_136187,1009_1
BAT_136306,1009_2
BAT_166611,1009_3
BAT_219211,1009_4
BAT_252799,1009_5
BAT_253235,1009_6
BAT_257560,1009_7
BAT_258617,1009_8
BAT_265305,1009_9
BAT_272656,1009_10
BAT_273116,1009_11
BAT_278520,1009_12
BAT_280783,1009_13
BAT_282463,1009_14
BAT_282538,1009_15
BAT_91923,1971_0
BAT_111149,1971_1
BAT_165876,1971_2
BAT_224502,1971_3
BAT_268646,1971_4
BAT_279268,1971_5
BAT_290025,1971_6
BAT_91936,2330_0
BAT_107696,2330_1
BAT_137415,2330_2
BAT_201852,2330_3
BAT_217605,2330_4
BAT_220033,2330_5
BAT_220469,2330_6
BAT_222948,2330_7
BAT_225888,2330_8
BAT_279414,2330_9
BAT_284099,2330_10
BAT_292303,2330_11
BAT_91951,2494_0
BAT_166098,2494_1
BAT_198925,2494_2
BAT_199461,2494_3
BAT_200763,2494_4
BAT_221896,2494_5
BAT_225338,2494_6
BAT_288273,2494_7
BAT_92031,1645_0
BAT_141350,1645_1
BAT_151757,1645_2
BAT_190446,1645_3
BAT_200429,1645_4
BAT_256640,1645_5
BAT_92086,2430_0
BAT_99148,2430_1
BAT_100575,2430_2
BAT_101607,2430_3
BAT_103257,2430_4
BAT_103462,2430_5
BAT_103632,2430_6
BAT_105694,2430_7
BAT_114354,2430_8
BAT_134142,2430_9
BAT_138476,2430_10
BAT_139869,2430_11
BAT_144438,2430_12
BAT_147965,2430_13
BAT_151273,2430_14
BAT_155158,2430_15
BAT_179437,2430_16
BAT_196623,2430_17
BAT_200812,2430_18
BAT_201142,2430_19
BAT_215135,2430_20
BAT_224009,2430_21
BAT_225788,2430_22
BAT_225846,2430_23
BAT_226291,2430_24
BAT_226664,2430_25
BAT_227640,2430_26
BAT_247391,2430_27
BAT_260756,2430_28
BAT_273795,2430_29
BAT_274758,2430_30
BAT_278302,2430_31
BAT_278772,2430_32
BAT_289681,2430_33
BAT_92167,1773_0
BAT_107162,1773_1
BAT_120969,1773_2
BAT_138242,1773_3
BAT_161656,1773_4
BAT_190745,1773_5
BAT_275925,1773_6
BAT_282715,1773_7
BAT_284688,1773_8
BAT_286719,1773_9
BAT_292533,1773_10
BAT_92221,2409_0
BAT_96909,2409_1
BAT_101133,2409_2
BAT_101134,2409_2
BAT_103400,2409_3
BAT_116298,2409_4
BAT_146425,2409_5
BAT_160261,2409_6
BAT_161577,2409_7
BAT_184810,2409_8
BAT_195376,2409_9
BAT_196450,2409_10
BAT_200554,2409_11
BAT_202434,2409_12
BAT_228298,2409_13
BAT_231016,2409_14
BAT_278538,2409_15
BAT_279925,2409_16
BAT_284225,2409_17
BAT_286722,2409_18
BAT_287722,2409_19
BAT_292428,2409_20
BAT_293304,2409_21
BAT_92222,1503_0
BAT_92388,1503_1
BAT_146730,1503_2
BAT_161568,1503_3
BAT_181218,1503_4
BAT_203606,1503_5
BAT_229949,1503_6
BAT_282249,1503_7
BAT_291675,1503_8
BAT_291989,1503_8
BAT_92241,1225_0
BAT_109904,1225_1
BAT_114289,1225_2
BAT_115844,1225_3
BAT_148052,1225_4
BAT_149725,1225_5
BAT_156380,1225_6
BAT_173949,1225_7
BAT_214693,1225_8
BAT_230697,1225_9
BAT_92260,2449_0
BAT_123204,2449_1
BAT_153006,2449_2
BAT_198411,2449_3
BAT_200176,2449_4
BAT_225205,2449_5
BAT_228552,2449_6
BAT_92276,1463_0
BAT_172648,1463_1
BAT_178650,1463_2
BAT_186459,1463_3
BAT_256183,1463_4
BAT_92296,204_0
BAT_123271,204_1
BAT_128779,204_2
BAT_129987,204_3
BAT_131431,204_4
BAT_132150,204_5
BAT_134308,204_6
BAT_151960,204_7
BAT_260147,204_8
BAT_260742,204_9
BAT_265866,204_10
BAT_509293,204_11
BAT_92351,2509_0
BAT_110212,2509_1
BAT_160325,2509_2
BAT_200880,2509_3
BAT_222550,2509_4
BAT_92431,1244_0
BAT_103747,1244_1
BAT_126902,1244_2
BAT_171364,1244_3
BAT_186572,1244_4
BAT_196067,1244_5
BAT_212376,1244_6
BAT_283579,1244_7
BAT_92446,1808_0
BAT_92848,1808_1
BAT_93041,1808_2
BAT_93208,1808_3
BAT_147237,1808_4
BAT_210030,1808_5
BAT_223889,1808_6
BAT_224062,1808_7
BAT_257299,1808_8
BAT_277300,1808_9
BAT_284424,1808_10
BAT_285869,1808_11
BAT_290107,1808_12
BAT_291898,1808_13
BAT_92492,2098_0
BAT_97311,2098_1
BAT_101520,2098_2
BAT_142578,2098_3
BAT_153793,2098_4
BAT_183001,2098_5
BAT_204255,2098_6
BAT_213651,2098_7
BAT_215590,2098_8
BAT_220089,2098_9
BAT_221639,2098_10
BAT_226435,2098_11
BAT_263498,2098_12
BAT_92498,2458_0
BAT_98716,2458_1
BAT_104378,2458_2
BAT_153244,2458_3
BAT_282060,2458_4
BAT_92532,1480_0
BAT_112743,1480_1
BAT_135652,1480_2
BAT_150010,1480_3
BAT_155908,1480_4
BAT_192318,1480_5
BAT_92534,1413_0
BAT_100476,1413_1
BAT_138040,1413_2
BAT_158649,1413_3
BAT_172065,1413_4
BAT_220742,1413_5
BAT_267625,1413_6
BAT_92544,1744_0
BAT_115676,1744_1
BAT_203310,1744_2
BAT_217315,1744_3
BAT_246673,1744_4
BAT_264035,1744_5
BAT_276269,1744_6
BAT_92553,1439_0
BAT_105026,1439_1
BAT_140081,1439_2
BAT_172420,1439_3
BAT_176766,1439_4
BAT_228865,1439_5
BAT_264645,1439_6
BAT_92565,1910_0
BAT_140437,1910_1
BAT_156067,1910_2
BAT_204115,1910_3
BAT_228626,1910_4
BAT_261936,1910_5
BAT_269513,1910_6
BAT_272256,1910_7
BAT_292455,1910_8
BAT_92644,2473_0
BAT_99028,2473_1
BAT_203793,2473_2
BAT_203969,2473_3
BAT_204539,2473_4
BAT_256571,2473_5
BAT_275677,2473_6
BAT_92655,1633_0
BAT_99544,1633_1
BAT_107055,1633_2
BAT_115469,1633_3
BAT_141333,1633_4
BAT_144601,1633_5
BAT_149849,1633_6
BAT_151045,1633_7
BAT_153229,1633_8
BAT_200444,1633_9
BAT_220135,1633_10
BAT_251442,1633_11
BAT_252859,1633_12
BAT_274348,1633_13
BAT_276803,1633_14
BAT_282339,1633_15
BAT_284095,1633_16
BAT_285835,1633_17
BAT_92659,2274_0
BAT_151865,2274_1
BAT_154359,2274_2
BAT_212586,2274_3
BAT_223028,2274_4
BAT_258216,2274_5
BAT_276947,2274_6
BAT_288990,2274_7
BAT_92709,2280_0
BAT_141826,2280_1
BAT_157081,2280_2
BAT_183421,2280_3
BAT_190472,2280_4
BAT_198080,2280_5
BAT_231000,2280_6
BAT_272755,2280_7
BAT_285459,2280_8
BAT_92723,2398_0
BAT_100653,2398_1
BAT_139664,2398_2
BAT_186700,2398_3
BAT_216348,2398_4
BAT_258089,2398_5
BAT_279074,2398_6
BAT_92728,2378_0
BAT_98936,2378_1
BAT_147573,2378_2
BAT_166426,2378_3
BAT_248001,2378_4
BAT_263475,2378_5
BAT_92732,1684_0
BAT_253205,1684_1
BAT_278875,1684_2
BAT_284238,1684_3
BAT_289527,1684_4
BAT_92781,2205_0
BAT_104119,2205_1
BAT_110894,2205_2
BAT_174234,2205_3
BAT_176235,2205_4
BAT_180209,2205_5
BAT_259865,2205_6
BAT_262024,2205_7
BAT_92911,1552_0
BAT_97339,1552_1
BAT_103178,1552_2
BAT_135960,1552_3
BAT_162305,1552_4
BAT_184277,1552_5
BAT_199758,1552_6
BAT_217835,1552_7
BAT_221148,1552_8
BAT_221243,1552_9
BAT_221871,1552_10
BAT_223018,1552_11
BAT_254747,1552_12
BAT_275169,1552_13
BAT_290365,1552_14
BAT_508091,1552_15
BAT_92941,687_0
BAT_103786,687_1
BAT_156370,687_2
BAT_157625,687_3
BAT_161358,687_4
BAT_223755,687_5
BAT_252994,687_6
BAT_258001,687_7
BAT_277771,687_8
BAT_92980,1943_0
BAT_95182,1943_1
BAT_98534,1943_2
BAT_114142,1943_3
BAT_114203,1943_4
BAT_136524,1943_5
BAT_169296,1943_6
BAT_200300,1943_7
BAT_201058,1943_8
BAT_211962,1943_9
BAT_219248,1943_10
BAT_228102,1943_11
BAT_250288,1943_12
BAT_277126,1943_13
BAT_93026,2380_0
BAT_99233,2380_1
BAT_103457,2380_2
BAT_103807,2380_3
BAT_130373,2380_4
BAT_204432,2380_5
BAT_270637,2380_6
BAT_289586,2380_7
BAT_510369,2380_8
BAT_93049,162_0
BAT_94989,162_1
BAT_124363,162_2
BAT_189542,162_3
